Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
5800,0.59,Very Good,E,SI1,62.9,57.0,5.33,5.36,3.36,1664
19306,0.48,Ideal,G,SI1,61.6,55.0,5.06,5.1,3.13,1145
24370,0.9,Good,G,VVS2,62.6,58.0,6.1,6.13,3.83,4668
24971,2.14,Ideal,H,SI2,63.0,55.0,8.25,8.23,5.19,12720
15521,1.01,Ideal,H,VS2,61.9,57.0,6.42,6.48,3.99,5028
12488,1.07,Premium,F,SI2,61.8,58.0,6.51,6.57,4.04,4366
23618,1.24,Fair,H,SI2,65.0,54.0,6.76,6.73,4.38,5208
23518,0.9,Premium,G,VVS2,63.0,58.0,6.15,6.07,3.85,4486
19459,0.31,Very Good,H,VVS1,63.0,58.0,4.33,4.37,2.74,707
12786,1.17,Premium,H,I1,62.8,58.0,6.71,6.69,4.21,3669
1562,0.38,Premium,I,VS2,60.2,58.0,4.75,4.69,2.84,812
25677,1.02,Ideal,D,VS1,60.5,56.0,6.55,6.48,3.94,8181
19932,0.58,Very Good,I,VVS1,63.0,57.0,5.29,5.34,3.35,1636
7930,1.02,Good,G,SI1,63.6,58.0,6.34,6.39,4.05,4964
5489,1.12,Ideal,I,VS2,61.2,54.0,6.74,6.77,4.13,5392
2816,0.32,Ideal,H,VVS1,61.9,55.0,4.37,4.38,2.71,730
20367,0.3,Premium,G,VS1,62.1,60.0,4.3,4.24,2.65,776
13503,0.51,Premium,G,VVS2,60.9,61.0,5.17,5.11,3.13,2035
13537,0.3,Good,E,SI1,63.7,58.0,4.24,4.27,2.71,526
11865,0.84,Ideal,G,VS2,62.0,55.0,6.07,6.09,3.77,3936
10937,0.37,Premium,E,SI1,59.3,58.0,4.73,4.75,2.81,649
12942,1.0,Very Good,G,VVS2,59.8,59.0,6.47,6.51,3.88,7584
25971,0.8,Very Good,F,VS2,62.1,60.0,5.86,5.92,3.66,3471
14702,1.27,Premium,J,VS1,62.6,59.0,6.92,6.88,4.32,5618
23795,0.32,Good,D,SI1,63.7,55.0,4.35,4.38,2.78,589
25107,0.31,Ideal,D,VS2,61.8,55.0,4.37,4.33,2.69,942
5178,0.75,Ideal,G,SI1,61.6,55.0,5.82,5.86,3.6,2902
7043,1.19,Premium,H,SI1,60.8,59.0,6.87,6.84,4.17,5698
17986,1.51,Premium,E,VS1,59.5,59.0,7.54,7.48,4.47,16277
23287,0.32,Very Good,I,SI2,63.4,56.0,4.37,4.34,2.76,480
15282,1.0,Very Good,G,SI2,60.0,62.0,6.45,6.48,3.88,4195
17651,0.32,Very Good,E,VVS2,62.4,56.0,4.34,4.38,2.72,744
2664,0.37,Ideal,G,SI1,61.4,56.0,4.63,4.65,2.85,586
3795,0.9,Very Good,D,SI1,63.5,57.0,6.15,6.11,3.89,4304
10481,1.09,Ideal,G,VS1,60.5,57.0,6.69,6.73,4.06,7078
22188,2.06,Very Good,G,SI2,59.8,61.0,8.22,8.26,4.93,15805
19204,0.78,Premium,D,SI1,60.9,55.0,6.0,5.93,3.63,3145
10825,0.7,Very Good,E,SI1,62.9,57.0,5.6,5.66,3.54,2349
2770,1.51,Very Good,H,VVS2,63.1,59.0,7.28,7.26,4.59,11934
9197,0.92,Very Good,E,SI2,62.1,58.0,6.18,6.22,3.85,4011
6767,0.56,Ideal,G,VS2,61.9,55.0,5.32,5.28,3.28,1698
25133,2.01,Premium,E,SI2,61.2,58.0,8.07,8.05,4.93,14948
24226,0.27,Ideal,D,VS2,60.2,57.0,4.19,4.21,2.53,470
14679,0.35,Ideal,G,SI2,61.2,56.0,4.56,4.59,2.8,517
11678,0.9,Ideal,D,VS2,61.2,56.0,6.2,6.26,3.81,6689
2136,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,1580
8548,1.08,Premium,H,SI1,61.7,59.0,6.56,6.6,4.06,4740
12892,0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,2400
18203,1.0,Ideal,F,SI2,61.8,57.0,6.36,6.45,3.96,4197
3952,1.0,Very Good,J,SI2,62.8,63.0,6.26,6.19,3.19,3293
11422,0.57,Ideal,G,VVS1,60.9,56.0,5.37,5.41,3.28,2612
12743,1.66,Ideal,E,SI2,62.7,56.0,7.45,7.63,4.73,10754
23893,1.31,Premium,H,VS2,62.5,58.0,6.97,6.94,4.35,7277
10439,0.7,Very Good,E,VS2,61.0,60.0,5.74,5.77,3.51,2850
19284,0.32,Premium,G,VVS1,62.6,58.0,4.41,4.38,2.75,1080
8578,1.2,Very Good,E,VVS1,61.3,60.0,6.77,6.84,4.17,13015
25359,0.32,Ideal,I,SI1,60.5,58.0,4.43,4.49,2.7,450
9998,1.0,Fair,H,VS2,66.8,63.0,6.19,6.08,4.1,4166
9539,0.9,Very Good,I,VS1,63.3,59.0,6.1,6.06,3.85,3580
6799,1.0,Very Good,G,VS1,59.1,61.0,6.48,6.54,3.85,6435
8134,0.7,Very Good,D,VS1,60.4,58.0,5.71,5.78,3.47,3008
10680,1.08,Fair,E,SI1,53.8,63.0,6.99,6.81,3.71,4790
8486,1.01,Very Good,E,VS2,62.2,58.0,6.36,6.41,3.97,6522
6462,0.54,Premium,J,VS2,62.6,58.0,5.16,5.22,3.25,1042
8384,1.0,Good,G,SI2,57.8,64.0,6.55,6.5,3.77,3651
9497,0.3,Ideal,E,SI1,61.3,56.0,4.34,4.37,2.67,640
20809,2.01,Ideal,H,SI2,60.1,57.0,8.24,8.2,4.94,15562
7858,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,895
8527,1.48,Premium,I,SI2,61.3,58.0,7.39,7.32,4.51,7086
24634,1.14,Ideal,E,SI2,62.4,57.0,6.64,6.7,4.16,5473
6568,1.65,Premium,F,SI2,60.5,61.0,7.7,7.65,4.64,9693
24178,0.3,Ideal,E,VVS1,61.6,56.0,4.31,4.32,2.66,838
14666,0.23,Very Good,E,VVS2,62.5,55.0,3.94,3.96,2.47,505
9297,0.52,Premium,D,SI1,58.7,58.0,5.32,5.28,3.11,1720
21845,0.54,Ideal,G,VS1,62.3,55.0,5.2,5.24,3.25,1754
25883,0.32,Ideal,E,SI1,62.2,54.0,4.38,4.4,2.73,516
11715,0.71,Ideal,D,VS2,60.9,56.0,5.76,5.79,3.52,4029
21246,1.01,Premium,G,SI1,59.2,59.0,6.58,6.52,3.88,4338
15586,0.44,Premium,F,VS2,62.2,58.0,4.88,4.83,3.02,990
7271,0.32,Very Good,I,VS1,63.1,56.0,4.4,4.38,2.77,648
18519,0.41,Ideal,E,VS1,60.9,57.0,4.76,4.79,2.91,1079
21402,0.51,Ideal,G,VVS2,61.3,57.0,5.12,5.15,3.15,1875
12109,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,5166
1024,1.5,Very Good,H,VS1,63.3,59.0,7.15,7.1,4.51,9173
9511,1.61,Very Good,E,SI2,63.0,59.9,7.42,7.45,4.68,10891
21219,0.82,Ideal,H,VS2,61.5,56.0,6.01,6.08,3.72,2804
4920,1.07,Premium,G,VS2,59.8,58.0,6.67,6.63,3.98,5177
11727,0.39,Ideal,E,VVS2,62.1,54.6,4.67,4.7,2.91,1100
23859,0.35,Ideal,E,VVS1,61.8,56.0,4.53,4.5,2.79,967
24629,1.39,Premium,E,SI2,62.7,58.0,7.11,6.99,4.42,7445
22183,1.0,Very Good,F,VVS1,61.1,57.0,6.36,6.51,3.93,9870
3410,0.5,Ideal,H,SI2,62.9,57.0,5.04,5.01,3.16,958
8718,1.01,Premium,E,SI1,61.6,59.0,6.44,6.42,3.96,4299
10793,1.21,Very Good,H,VS1,63.3,58.0,6.77,6.72,4.27,6871
11501,1.01,Premium,I,SI2,60.5,60.0,6.52,6.5,3.94,4072
7132,0.79,Premium,H,SI2,62.8,57.0,5.91,5.88,3.7,2370
24330,0.31,Ideal,E,IF,61.9,56.0,4.37,4.35,2.7,1133
15799,0.9,Very Good,I,VS2,58.4,62.0,6.29,6.35,3.69,3334
1386,0.8,Ideal,G,VS2,61.2,57.0,6.02,6.07,3.7,2969
20649,0.51,Very Good,D,VS2,63.2,60.0,5.04,5.06,3.19,1633
18070,0.34,Ideal,F,SI2,60.1,56.0,4.54,4.55,2.73,447
25587,1.04,Ideal,H,SI2,61.8,55.0,6.54,6.5,4.03,4368
9775,0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,4191
14628,1.11,Premium,H,SI1,61.5,59.0,6.69,6.64,4.1,5315
11992,0.34,Ideal,G,VS2,61.8,56.0,4.48,4.52,2.78,596
2251,0.5,Very Good,D,SI2,63.1,56.0,5.05,4.96,3.16,1015
7551,1.23,Very Good,I,SI1,60.5,58.0,6.9,6.94,4.19,5763
20003,1.05,Ideal,H,SI1,61.1,56.0,6.52,6.58,4.0,5200
13696,0.35,Very Good,G,VS1,61.7,61.0,4.49,4.52,2.78,706
20673,1.0,Good,H,VS2,63.9,57.0,6.32,6.26,4.02,3819
1898,0.25,Ideal,G,VS1,,56.0,4.01,4.04,2.52,454
4495,0.51,Ideal,G,VS1,59.7,57.0,5.2,5.25,3.12,1656
19066,0.41,Very Good,J,VS1,60.8,61.0,4.72,4.79,2.89,647
21634,0.72,Premium,E,VS2,60.4,61.0,5.79,5.76,3.49,3024
18236,0.9,Premium,E,SI1,59.1,62.0,6.33,6.3,3.73,4385
19023,1.0,Very Good,G,SI1,58.6,63.0,6.56,6.58,3.85,4218
5015,0.31,Very Good,G,VVS1,,59.0,4.4,4.42,2.63,642
2090,1.02,Very Good,G,VS1,63.3,58.0,6.42,6.38,4.05,6861
24363,0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,1771
17776,1.01,Very Good,J,SI2,63.5,59.0,6.3,6.36,4.02,3462
13036,1.05,Ideal,D,SI1,62.8,57.0,6.46,6.48,4.06,5914
20163,1.18,Ideal,D,SI1,61.9,55.0,6.8,6.76,4.2,7216
23503,0.42,Good,F,SI1,63.4,56.0,4.76,4.8,3.03,722
12171,1.0,Premium,D,SI1,59.6,57.0,6.54,6.44,3.87,5880
15298,0.75,Premium,G,SI1,60.4,58.0,5.88,5.84,3.54,2415
18225,0.54,Premium,D,VS2,61.6,55.0,5.28,5.24,3.24,1913
14225,1.23,Good,I,VS1,63.6,59.0,6.76,6.85,4.33,5834
1595,1.2,Very Good,F,SI2,63.2,58.0,6.78,6.74,4.27,4502
5315,0.33,Ideal,E,VS2,61.9,56.0,4.4,4.45,2.74,723
5323,1.7,Ideal,F,VS2,61.3,54.0,7.72,7.67,4.72,17662
6062,1.02,Very Good,E,SI1,63.7,55.0,6.29,6.4,4.04,7277
20975,0.5,Premium,D,VS2,,59.0,5.09,5.04,3.11,1614
15651,0.36,Ideal,H,VS1,61.8,57.0,4.6,4.56,2.83,810
22152,0.57,Very Good,D,VS2,62.5,59.0,5.28,5.32,3.31,1748
23783,0.43,Very Good,D,SI2,63.4,57.0,4.81,4.78,3.04,858
15849,0.33,Ideal,D,VS2,61.9,53.0,4.46,4.49,2.77,781
8584,0.56,Ideal,D,SI1,61.2,56.0,5.31,5.34,3.26,1723
26716,0.37,Premium,D,VVS1,61.4,58.0,4.65,4.63,2.85,1142
13528,1.2,Very Good,H,SI2,58.8,61.0,6.94,6.98,4.09,5211
14056,0.76,Ideal,I,SI1,61.9,56.0,5.85,5.88,3.63,2358
20993,0.9,Premium,G,I1,62.3,53.0,6.16,6.12,3.82,1939
6284,0.3,Premium,H,VS2,60.9,61.0,4.35,4.32,2.64,608
19410,0.71,Ideal,H,SI1,62.1,57.0,5.68,5.73,3.54,2313
16021,1.1,Very Good,F,SI1,58.9,63.0,6.73,6.78,3.98,5769
4657,1.01,Very Good,H,SI1,61.8,59.0,6.37,6.41,3.95,4876
7247,0.51,Ideal,E,SI1,62.4,55.0,5.09,5.14,3.19,1343
6376,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,864
22593,1.04,Premium,G,VS1,62.0,56.0,6.53,6.46,4.03,6996
24326,1.0,Premium,G,SI2,62.7,59.0,6.3,6.36,3.97,4095
4680,0.63,Ideal,E,VS2,62.1,56.0,5.54,5.51,3.43,2156
18282,0.4,Premium,D,SI2,61.9,58.0,4.73,4.71,2.92,855
20171,0.32,Ideal,F,VVS2,62.1,56.0,4.4,4.46,2.75,741
18652,0.7,Fair,G,I1,64.3,62.0,5.59,5.49,3.57,956
8509,0.83,Ideal,H,SI1,62.5,55.0,6.04,6.0,3.76,2816
7751,0.4,Very Good,E,VS1,60.5,61.0,4.72,4.74,2.86,1053
2175,0.32,Ideal,D,VS2,61.9,57.0,4.37,4.39,2.71,758
25462,1.0,Premium,F,VS1,61.3,59.0,6.45,6.42,3.95,6692
4824,0.91,Premium,H,SI1,60.2,52.0,6.27,6.15,3.74,2935
18372,0.4,Premium,E,SI1,61.0,59.0,4.74,4.71,2.88,882
883,0.54,Good,G,VS1,59.0,62.0,5.3,5.28,3.12,1640
14794,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,2802
14240,0.7,Fair,H,SI1,65.5,57.0,5.53,5.59,3.64,2048
5940,0.41,Very Good,F,VS2,62.6,58.0,4.75,4.81,2.99,863
5961,1.7,Ideal,J,VS2,60.5,58.0,7.73,7.74,4.68,10002
13031,0.3,Ideal,E,VS2,61.8,57.0,4.28,4.3,2.65,603
16851,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,561
7661,1.05,Premium,E,IF,59.0,58.0,6.7,6.66,3.94,11946
338,1.25,Premium,J,SI2,61.5,57.0,7.0,6.93,4.28,4690
4725,0.72,Premium,J,SI1,62.0,58.0,5.77,5.74,3.57,1879
18455,0.9,Premium,H,VS1,61.5,59.0,6.19,6.13,3.79,4064
6492,0.8,Premium,J,VS1,60.8,59.0,6.0,5.94,3.63,2292
19218,0.52,Premium,G,VVS2,61.5,62.0,5.17,5.14,3.17,2012
2368,0.3,Very Good,G,VVS1,60.7,56.0,4.32,4.35,2.63,725
17988,0.3,Very Good,G,VVS1,62.8,55.0,4.28,4.31,2.7,635
8932,0.78,Ideal,I,VS2,61.2,58.0,5.88,5.92,3.61,2652
22264,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,15485
5272,1.71,Ideal,I,VS2,60.5,56.0,7.71,7.73,4.67,11455
9645,1.51,Premium,G,SI1,62.2,58.0,7.3,7.26,4.53,10688
21460,0.58,Ideal,F,VS1,62.1,56.0,5.38,5.32,3.32,2088
995,1.05,Ideal,I,VS2,62.2,55.8,6.49,6.52,4.04,6279
4183,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,1960
21893,0.52,Ideal,D,VS2,,56.0,5.2,5.15,3.17,1919
24021,0.6,Fair,G,SI1,64.5,56.0,5.27,5.24,3.39,1305
22393,2.52,Good,G,SI2,63.7,59.0,8.57,8.52,5.44,17608
10179,0.41,Very Good,D,SI1,63.4,56.0,4.76,4.73,3.01,907
25351,0.41,Premium,E,SI1,61.0,59.0,4.78,4.82,2.93,755
13738,0.42,Ideal,G,VVS2,61.7,56.0,4.84,4.88,3.0,1571
14283,0.58,Ideal,F,VS1,60.4,57.0,5.42,5.37,3.26,2245
10,0.35,Ideal,F,VS2,60.5,57.0,4.52,4.6,2.76,706
2645,0.77,Ideal,H,SI1,62.2,56.0,5.83,5.88,3.64,2781
3655,1.01,Very Good,F,VS2,63.6,59.0,6.3,6.34,4.02,6714
16152,0.34,Very Good,D,SI1,62.8,58.0,4.44,4.48,2.8,626
15064,0.61,Very Good,D,VS2,61.5,57.0,5.45,5.48,3.36,2266
6443,0.54,Very Good,F,SI1,63.0,60.0,5.13,5.12,3.23,1356
3392,0.32,Ideal,E,VS2,62.0,55.0,4.41,4.37,2.72,804
14174,0.36,Ideal,G,VVS1,60.9,57.0,4.63,4.57,2.8,1080
23227,0.5,Premium,H,VVS1,62.5,58.0,5.1,5.05,3.17,1838
14087,0.9,Premium,H,VS1,62.9,58.0,6.12,6.06,3.83,4234
3706,0.59,Ideal,F,VS2,62.9,55.0,5.39,5.32,3.37,1743
24364,0.4,Premium,F,SI1,62.7,57.0,4.7,4.68,2.94,945
11487,1.51,Fair,G,VS2,58.1,67.0,7.59,7.49,4.38,10553
6686,1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,8828
4732,1.13,Ideal,G,VS2,62.1,53.0,6.69,6.74,4.17,7140
12070,0.73,Premium,I,VVS2,61.5,58.0,5.78,5.73,3.54,2519
5650,0.5,Very Good,G,SI1,60.8,63.0,5.08,5.11,3.1,1171
15268,0.7,Ideal,E,VS2,61.7,55.0,5.7,5.74,3.53,3612
14500,0.91,Fair,D,VS2,65.7,58.0,6.04,5.99,3.95,4107
6664,0.31,Premium,G,VS2,62.2,59.0,4.35,4.3,2.69,698
13377,0.32,Ideal,E,VVS2,61.4,54.0,4.44,4.45,2.73,843
21558,1.01,Premium,H,SI1,60.0,58.0,6.6,6.54,3.94,4965
341,1.16,Premium,G,VS1,61.9,58.0,6.76,6.72,4.17,8107
4075,0.52,Very Good,D,SI1,63.8,56.0,5.06,5.1,3.24,1452
3461,1.07,Premium,H,SI1,62.9,61.0,6.47,6.41,4.05,4440
26776,0.38,Premium,D,VVS2,61.9,56.0,4.65,4.63,2.87,1257
7113,0.58,Ideal,H,VS2,61.2,56.0,5.41,5.39,3.3,1755
14473,0.42,Good,G,SI1,63.2,57.0,4.77,4.79,3.02,737
23120,1.1,Very Good,E,SI1,61.3,58.0,6.64,6.71,4.09,4791
9687,0.38,Ideal,D,VS1,62.2,57.0,4.66,4.63,2.89,1140
20943,0.41,Premium,E,VVS1,62.9,59.0,4.76,4.72,2.98,1431
25437,0.3,Very Good,D,SI2,61.0,61.0,4.25,4.31,2.61,447
24116,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,2056
349,1.5,Premium,H,SI1,62.4,58.0,7.33,7.28,4.56,9697
26505,1.06,Ideal,E,SI1,59.6,54.0,6.64,6.62,3.95,5250
10203,1.01,Premium,F,VVS1,60.8,58.0,6.55,6.48,3.96,10341
12550,0.3,Ideal,E,VS1,60.8,57.0,4.36,4.33,2.64,911
14285,1.63,Ideal,I,VS2,61.8,56.0,7.56,7.59,4.68,11963
22960,0.9,Good,H,SI2,60.4,61.0,6.14,6.22,3.73,3114
24176,0.32,Good,D,VS2,63.6,55.0,4.35,4.42,2.79,657
23467,0.38,Ideal,E,VVS2,59.9,61.0,4.71,4.74,2.83,1008
1683,0.34,Premium,F,VS2,62.6,58.0,4.49,4.46,2.8,880
25496,1.33,Premium,E,VS1,60.5,58.0,7.15,7.1,4.31,12342
2077,0.32,Ideal,E,VS1,61.6,57.0,4.39,4.35,2.69,972
14801,0.51,Premium,D,VS2,61.1,59.0,5.16,5.12,3.14,1882
14793,1.09,Good,H,VVS2,58.8,61.0,6.72,6.78,3.97,6651
25008,1.09,Very Good,I,SI2,63.8,57.0,6.5,6.55,4.16,4078
11591,0.5,Premium,E,SI1,59.3,59.0,5.19,5.24,3.09,1410
16426,2.7,Very Good,H,SI2,63.1,56.0,8.84,8.78,5.56,14341
9105,0.9,Ideal,E,SI2,62.7,54.0,6.13,6.21,3.87,4091
9763,1.0,Premium,E,SI2,61.7,58.0,6.34,6.39,3.93,4620
12290,0.31,Ideal,D,VS2,62.2,57.0,4.31,4.34,2.69,734
15810,1.11,Ideal,F,VS2,61.6,57.0,6.65,6.67,4.1,7740
21988,0.34,Ideal,E,VS1,62.4,54.0,4.49,4.45,2.79,1060
2714,0.72,Ideal,H,VS2,62.3,52.0,5.76,5.82,3.61,2548
10281,0.7,Fair,D,SI1,52.2,65.0,6.04,5.99,3.14,1895
5723,0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,2266
26729,0.42,Ideal,D,SI2,62.4,57.0,4.81,4.78,2.99,898
21663,0.4,Very Good,D,VVS2,60.8,56.0,4.78,4.82,2.92,1133
22935,0.41,Ideal,F,VVS1,62.0,55.0,4.74,4.78,2.95,1295
18694,1.01,Ideal,H,SI1,62.6,55.0,6.44,6.38,4.01,4965
15084,1.23,Ideal,H,SI2,60.6,57.0,6.98,6.94,4.22,5951
20460,0.8,Ideal,I,SI1,62.6,56.1,5.87,5.92,3.7,2677
8808,0.33,Ideal,D,VS2,61.8,56.0,4.4,4.44,2.73,781
24522,0.71,Ideal,G,VS2,62.4,57.0,5.69,5.66,3.54,2515
13847,0.33,Ideal,G,VS1,61.7,56.0,4.44,4.47,2.75,666
5599,0.31,Fair,G,VS1,64.6,55.0,4.31,4.26,2.77,695
19877,0.92,Premium,D,SI2,62.5,55.0,6.21,6.18,3.87,4150
12638,0.31,Ideal,H,VS1,61.7,57.0,4.34,4.38,2.69,544
17186,1.55,Ideal,I,VVS2,61.3,59.0,7.41,7.46,4.56,11430
2657,1.05,Very Good,H,SI1,63.2,59.0,6.39,6.46,4.06,5072
10316,1.51,Ideal,E,VS1,61.5,57.0,7.34,7.4,4.53,18729
2387,0.27,Very Good,F,VVS2,62.3,59.0,4.14,4.18,2.59,591
9587,1.34,Ideal,H,SI1,62.4,54.0,7.05,7.08,4.41,7659
5866,0.31,Premium,F,VS2,62.7,59.0,4.34,4.3,2.71,802
15922,1.21,Premium,F,VS1,60.1,58.0,6.98,6.89,4.17,9448
16940,1.03,Ideal,D,SI2,61.8,56.0,6.51,6.46,4.01,4764
7656,1.27,Ideal,H,SI1,60.6,57.0,7.07,7.0,4.26,6785
3326,0.3,Good,G,VVS1,63.3,55.0,4.26,4.3,2.71,789
653,0.37,Fair,D,IF,61.2,57.0,4.68,4.73,2.88,1440
3561,1.51,Premium,E,VS2,62.2,59.0,7.4,7.36,4.59,14844
3799,1.22,Ideal,F,VS2,61.5,57.0,6.87,6.91,4.24,8783
21536,1.34,Premium,F,VS2,61.1,58.0,7.12,7.05,4.33,10431
15924,0.55,Ideal,F,VS2,62.7,55.0,5.24,5.26,3.29,1580
17066,1.32,Ideal,G,VS1,62.6,56.0,7.05,7.0,4.4,9979
13173,0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,639
8393,1.25,Ideal,I,SI1,59.6,59.0,7.01,7.09,4.2,6066
17992,0.82,Ideal,F,SI1,62.6,57.0,5.96,6.02,3.75,2974
12031,0.9,Good,I,VVS1,63.6,58.0,6.14,6.1,3.89,4114
13748,1.51,Premium,H,VS1,59.6,60.0,7.5,7.41,4.44,10655
10681,0.5,Very Good,H,IF,61.3,60.0,5.08,5.17,3.14,1706
18218,0.43,Premium,F,SI1,62.5,56.0,4.85,4.82,3.02,1016
10641,0.4,Very Good,G,VVS1,60.7,55.0,4.81,4.84,2.93,1066
19493,0.9,Fair,I,VS1,68.7,62.0,5.83,5.79,3.99,2732
24387,1.01,Ideal,I,SI1,61.9,59.0,6.38,6.42,3.96,4638
19179,2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,15092
21439,2.23,Premium,J,SI2,61.3,60.0,8.4,8.35,5.13,13931
4805,0.33,Ideal,F,VVS2,62.4,55.0,4.43,4.45,2.77,750
13816,0.41,Ideal,F,VVS1,60.9,56.0,4.83,4.79,2.93,1356
20633,0.4,Ideal,D,SI2,60.5,57.0,4.73,4.76,2.87,648
8766,0.9,Very Good,F,SI1,61.7,60.0,6.19,6.22,3.83,3854
9273,0.52,Ideal,E,VS1,61.8,56.0,5.17,5.19,3.2,2275
16324,1.05,Ideal,F,VVS1,61.4,57.0,6.51,6.53,4.0,12273
4933,0.34,Ideal,F,VS1,62.2,56.0,4.47,4.44,2.77,956
8415,1.25,Ideal,I,SI2,62.0,57.0,6.92,6.85,4.27,5355
557,0.35,Ideal,E,SI2,61.4,56.0,4.55,4.51,2.78,630
23206,1.5,Premium,D,I1,62.4,60.0,7.37,7.19,4.54,3780
3013,2.01,Fair,D,SI2,59.4,66.0,8.2,8.17,4.86,15627
6367,0.51,Ideal,G,VVS2,61.8,56.0,5.16,5.1,3.17,1974
23627,0.52,Ideal,D,VS2,62.2,56.0,5.16,5.13,3.2,1919
13239,0.7,Premium,H,SI1,62.0,58.0,5.65,5.71,3.52,2155
10101,0.7,Ideal,E,VS1,61.0,56.0,5.7,5.77,3.5,3446
14986,0.4,Very Good,H,SI1,62.6,57.0,4.66,4.7,2.93,666
13946,0.34,Premium,D,SI1,62.0,58.0,4.47,4.43,2.76,750
13649,0.71,Ideal,F,SI2,61.2,55.0,5.77,5.79,3.54,2365
2696,1.24,Very Good,I,VS2,60.1,59.0,6.95,7.02,4.2,5783
19536,0.7,Very Good,G,VS2,59.3,60.0,5.77,5.83,3.43,2539
24051,0.7,Very Good,D,SI1,62.5,63.0,5.7,5.63,3.54,2318
3174,0.71,Premium,D,SI2,62.8,57.0,5.69,5.64,3.56,2368
14064,0.55,Very Good,E,SI1,63.2,58.0,5.21,5.23,3.3,1381
21158,0.31,Ideal,I,VS2,62.0,54.0,4.37,4.4,2.72,452
5146,1.0,Good,F,VVS2,60.7,62.0,6.36,6.4,3.87,8079
25444,0.7,Ideal,G,VS1,61.5,56.0,5.7,5.75,3.52,3065
24913,0.9,Very Good,E,VS2,63.3,59.0,6.08,6.12,3.86,4482
19165,0.52,Premium,G,SI1,59.6,62.0,5.23,5.18,3.1,1338
3852,0.31,Ideal,D,VS2,61.7,55.0,4.35,4.4,2.7,734
19722,1.04,Very Good,D,SI1,58.9,58.0,6.66,6.69,3.93,6138
17296,0.51,Ideal,G,IF,61.4,54.0,5.18,5.24,3.2,2208
1254,0.9,Very Good,E,SI2,59.5,61.0,6.24,6.3,3.73,3139
8889,2.0,Very Good,H,SI1,63.2,54.0,7.97,7.88,5.01,13320
8272,1.0,Premium,G,SI2,61.4,61.0,6.35,6.32,3.89,3713
21226,0.32,Very Good,G,VS2,62.0,59.0,4.37,4.41,2.72,561
23776,0.31,Premium,I,SI1,,59.0,4.32,4.29,2.68,523
13628,1.06,Ideal,G,SI1,62.0,56.0,6.52,6.55,4.05,5159
10061,0.4,Very Good,G,SI1,63.1,56.0,4.75,4.72,2.99,840
5502,0.73,Ideal,H,SI1,62.8,57.0,5.77,5.72,3.61,2330
26347,0.8,Good,F,SI1,63.8,59.0,5.83,5.87,3.73,2941
11837,0.55,Premium,D,SI1,60.7,58.0,5.3,5.24,3.2,1819
8649,1.03,Ideal,G,VS1,62.3,56.0,6.5,6.46,4.04,6864
10588,1.32,Ideal,I,SI1,62.0,57.0,6.99,7.04,4.35,7162
10120,0.62,Ideal,E,SI1,62.4,53.0,5.47,5.5,3.42,1779
26441,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,844
12362,0.31,Ideal,D,SI1,62.6,57.0,4.32,4.3,2.7,732
2913,0.72,Very Good,E,SI2,59.7,59.0,5.77,5.82,3.46,2655
21018,0.94,Premium,H,VS2,60.1,59.0,6.32,6.35,3.81,4629
17669,0.97,Very Good,G,SI2,59.8,58.0,6.38,6.42,3.83,3960
19870,0.9,Very Good,G,VS1,61.4,57.0,6.2,6.24,3.82,5135
9602,0.73,Very Good,E,SI1,63.2,58.0,5.71,5.74,3.62,2679
17589,1.21,Premium,F,VS1,62.6,59.0,6.81,6.76,4.25,10018
5341,0.32,Ideal,E,SI1,61.9,56.0,4.43,4.39,2.73,720
26610,1.51,Premium,G,VS2,61.3,58.0,7.39,7.33,4.51,16091
14453,0.5,Ideal,F,SI2,60.5,56.0,5.17,5.19,3.14,1118
18992,1.02,Very Good,E,VS2,63.3,57.0,6.37,6.43,4.05,6582
13757,0.31,Premium,E,SI2,61.2,61.0,4.37,4.36,2.67,558
24398,0.92,Very Good,D,I1,63.0,58.0,6.13,6.18,3.88,2674
18288,0.34,Ideal,E,VS1,61.2,57.0,4.45,4.51,2.74,805
24465,1.3,Very Good,I,VS1,62.6,57.0,6.92,6.95,4.34,6819
